"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.889069417E0,-4.329771828E-3,7.638930436E-3,2.030328691E-2,2.212066097E-2
1.899002417E0,-1.285570661E-2,5.804229481E-3,1.942795873E-2,2.400841212E-2
1.908935416E0,-7.979165297E-3,6.183677232E-3,2.977928460E-2,3.144377099E-2
1.918868416E0,-2.905444913E-3,1.082179832E-2,2.396773696E-2,2.645761410E-2
1.928800417E0,-7.560577746E-3,1.123448384E-2,2.444545448E-2,2.794559371E-2
1.938733417E0,-4.035711698E-3,5.651461836E-3,3.510083556E-2,3.578120522E-2
1.948666417E0,-5.703629963E-3,1.326605324E-2,3.812443078E-2,4.076753347E-2
1.958599417E0,-1.284359191E-2,8.347585564E-3,2.947289050E-2,3.321582924E-2
1.968532417E0,-4.307826497E-3,5.148039409E-3,3.234445810E-2,3.303367447E-2
1.978465416E0,-7.867848929E-3,1.023810916E-4,4.524575472E-2,4.592485001E-2
1.988398416E0,-8.621134758E-3,-1.613502614E-3,4.497035086E-2,4.581768012E-2
1.998330417E0,-5.376057979E-3,1.384456214E-3,3.540781438E-2,3.584036883E-2
2.008263417E0,-8.371148016E-3,1.798320310E-3,3.512714803E-2,3.615558883E-2
2.018196417E0,-3.864607550E-3,1.153546013E-3,3.648194790E-2,3.670420115E-2
2.028129417E0,-6.712165028E-3,-3.403353598E-4,4.038028657E-2,4.093576103E-2
2.038062416E0,-8.797282130E-3,-2.187717464E-3,3.708947361E-2,3.818124321E-2
2.047995416E0,-9.963363111E-3,-2.251497796E-3,4.113106906E-2,4.238045173E-2
2.057928416E0,-4.571718648E-3,-9.108993541E-3,4.651927829E-2,4.762265876E-2
2.067861416E0,-3.703937028E-3,2.903224798E-3,3.917225182E-2,3.945393740E-2
2.077793417E0,-4.011847749E-3,-1.226426074E-3,3.721518874E-2,3.745089206E-2
2.087726417E0,-8.034092579E-3,-7.977520768E-4,4.049723089E-2,4.129417346E-2
2.097659416E0,-4.664561469E-3,-9.946698546E-3,2.670715749E-2,2.887849039E-2
2.107592416E0,-5.510397758E-3,-3.428752441E-4,2.698782384E-2,2.754677264E-2
2.117525416E0,-6.821014602E-3,-2.644120054E-3,3.130891621E-2,3.215222924E-2
2.127458416E0,-7.805046178E-3,2.008459191E-3,3.308062255E-2,3.404820469E-2
2.137391416E0,-2.173282150E-3,-1.340748277E-3,2.288190901E-2,2.302395538E-2
2.147323417E0,-9.721726924E-4,2.486802544E-3,2.974420130E-2,2.986380448E-2
2.157256417E0,-1.463474024E-2,-2.601517607E-3,2.163820624E-2,2.625177109E-2
2.167189416E0,-9.257165641E-3,2.448416487E-3,3.718302906E-2,3.839619133E-2
2.177122416E0,-9.283825289E-3,-2.617725357E-3,1.875085115E-2,2.108640124E-2
2.187055416E0,-1.470850652E-2,-2.998438482E-3,2.561723650E-2,2.969130518E-2
2.196988416E0,-1.081751341E-2,8.558131009E-4,2.530090213E-2,2.752974139E-2
2.206921417E0,-9.055363610E-3,8.482354749E-3,2.378354967E-2,2.682549509E-2
2.216854417E0,-5.626245718E-3,2.505531907E-4,1.777845919E-2,1.864915625E-2
2.226786416E0,-9.173239823E-3,6.016490262E-3,8.783102632E-3,1.405309132E-2
2.236719416E0,-2.167124301E-3,5.054408584E-3,1.491390824E-2,1.589553815E-2
2.246652416E0,-4.433797449E-3,4.075068485E-3,1.834739327E-2,1.931040090E-2
2.256585416E0,-5.053273402E-3,1.343387746E-2,1.085944891E-2,1.799811841E-2
2.266518416E0,-4.522382766E-3,1.185801173E-2,3.521777987E-3,1.317069885E-2
2.276451417E0,-8.678437471E-3,1.300608512E-2,1.205461979E-2,1.974303384E-2
2.286384417E0,-9.786265567E-3,2.367194322E-2,5.313364863E-3,2.616034663E-2
2.296316416E0,-1.159882933E-2,2.214641151E-2,1.623830259E-2,2.981071713E-2
2.306249416E0,-6.787155569E-4,1.047824928E-2,2.286261320E-4,1.050269645E-2
2.316182416E0,-3.898210768E-3,1.540626436E-2,2.325437665E-3,1.606103013E-2
2.326115416E0,-4.483535327E-3,1.723490111E-2,1.998987615E-2,2.677198263E-2
2.336047500E0,-9.355216138E-3,8.637013603E-3,9.664278030E-3,1.598487857E-2
2.345980500E0,7.181659900E-4,1.378027931E-2,4.428681135E-3,1.449224195E-2
2.355913500E0,-4.771437608E-3,1.519784766E-2,1.850409865E-2,2.441603689E-2
2.365846500E0,-1.101211606E-2,1.255967989E-2,9.527453184E-3,1.922978479E-2
2.375778500E0,-5.095318537E-3,2.388938427E-2,9.381272793E-3,2.616626131E-2
2.385711500E0,-4.279083777E-3,7.204735845E-3,2.032082856E-2,2.198078365E-2
2.395644500E0,-5.982213244E-3,9.017984828E-3,8.355086446E-3,1.367181024E-2
2.405577500E0,-5.602381770E-3,1.682485141E-2,1.106059313E-2,2.089973748E-2
2.415510500E0,-3.287907634E-3,3.503825208E-3,2.723808467E-2,2.765864032E-2
2.425443500E0,-3.832849860E-3,7.139838603E-3,2.964538336E-2,3.073299185E-2
2.435376500E0,-5.514253266E-3,1.325180522E-2,2.142302871E-2,2.578688600E-2
2.445309500E0,-2.981202900E-3,1.112122601E-2,1.948935449E-2,2.263634638E-2
2.455241500E0,-4.313417897E-4,5.348046161E-3,2.414724648E-2,2.473615100E-2
2.465174500E0,-4.933259301E-3,9.133981252E-3,2.341692924E-2,2.561482454E-2
2.475107500E0,-6.568433158E-4,6.106256442E-3,2.598210275E-2,2.669807997E-2
2.485040500E0,-3.990395777E-3,1.051645033E-2,2.434897542E-2,2.682147628E-2
2.494973500E0,-6.633556522E-3,2.271638713E-3,3.289701998E-2,3.363596793E-2
2.504906500E0,-3.475530166E-3,3.369078864E-3,3.590424299E-2,3.622905833E-2
2.514839500E0,-7.505595647E-3,7.528084586E-3,2.080205441E-2,2.336089662E-2
2.524772500E0,-1.007678082E-2,-5.612212401E-3,2.411040902E-2,2.672733176E-2
2.534704500E0,-6.118800547E-3,-7.667664019E-4,2.188145041E-2,2.273379694E-2
2.544637500E0,-2.801419292E-3,6.107142661E-4,3.446524322E-2,3.458430153E-2
2.554570500E0,-6.848222427E-3,-4.166278196E-4,2.728661656E-2,2.813594094E-2
2.564503500E0,-1.081884731E-2,5.630836696E-3,3.013713419E-2,3.251154620E-2
2.574436500E0,-3.839099072E-3,-1.330173039E-3,3.298648238E-2,3.323576480E-2
2.584369500E0,-4.206505213E-3,-3.737955946E-3,3.134283006E-2,3.184399468E-2
2.594302500E0,-4.566163793E-3,-5.426234398E-3,3.074641407E-2,3.155369787E-2
2.604235500E0,-1.350889541E-4,3.133043214E-3,2.580668628E-2,2.599652411E-2
2.614167500E0,5.601468142E-3,-1.941280165E-3,3.149076462E-2,3.204392720E-2
2.624100500E0,-1.527201366E-3,-4.973148275E-3,2.923958659E-2,2.969878738E-2
2.634033500E0,-9.951705225E-3,7.152880635E-4,2.878467321E-2,3.046482375E-2
2.643966500E0,-8.673832789E-3,4.564359379E-3,2.308948517E-2,2.508372136E-2
2.653899500E0,1.386155561E-3,1.127969013E-3,3.310927391E-2,3.315746915E-2
2.663832500E0,3.973183036E-4,4.498989335E-3,3.324551404E-2,3.355090119E-2
2.673765500E0,-3.438674435E-3,2.655791645E-3,2.933898926E-2,2.965896158E-2
2.683698500E0,-5.176211111E-3,-8.896081802E-4,2.633410513E-2,2.685274022E-2
2.693630500E0,-3.219275940E-3,-4.922958151E-3,3.320692241E-2,3.372386322E-2
2.703563500E0,-1.995179616E-3,8.593205167E-3,2.331577241E-2,2.492888204E-2
2.713496500E0,-2.393411547E-3,7.922214330E-3,1.806555748E-2,1.987094023E-2
2.723429500E0,-7.332042977E-4,-4.551024986E-3,2.358825266E-2,2.403445611E-2
2.733362500E0,-4.076952841E-3,-3.041602811E-3,1.938118100E-2,2.003754149E-2
2.743295500E0,4.880049638E-4,-1.511135227E-3,1.487765551E-2,1.496216267E-2
2.753228500E0,1.592562273E-3,-1.209706692E-3,1.666222572E-2,1.678181787E-2
2.763161500E0,-3.639599383E-3,8.237854340E-3,1.635466218E-2,1.867040179E-2
2.773094500E0,-4.003899191E-3,1.036381059E-2,2.248312891E-2,2.507849405E-2
2.783026500E0,2.755482104E-3,1.756366538E-3,1.409822166E-2,1.447195077E-2
2.792959500E0,-2.696553133E-3,3.576403772E-3,1.858186662E-2,1.911407413E-2
2.802892500E0,-7.548810225E-3,8.438269941E-3,6.454741359E-3,1.303275187E-2
2.812825500E0,-5.070796777E-3,5.180957406E-3,6.003921032E-3,9.412883052E-3
2.822758500E0,-3.765259702E-3,2.324492061E-3,1.932270885E-2,1.982290395E-2
2.832691500E0,-6.457354333E-3,1.071622182E-2,1.767496347E-2,2.165500332E-2
2.842624500E0,-3.499302752E-3,8.290070433E-3,1.333516002E-2,1.608716508E-2
2.852557500E0,7.241648678E-3,9.005376769E-3,8.090792298E-3,1.410670785E-2
2.862489500E0,3.972835857E-3,1.368750044E-2,1.782172859E-2,2.281984012E-2
2.872422500E0,6.740377843E-4,1.128270281E-2,1.258379281E-2,1.691465492E-2
2.882355500E0,-4.741689898E-3,9.599739388E-3,9.441499114E-3,1.427517162E-2
2.892288500E0,1.037899051E-3,1.112546524E-2,8.843913674E-3,1.425019370E-2
2.902221500E0,2.402127553E-3,7.349365354E-3,1.812052131E-3,7.941468429E-3
2.912154500E0,-9.662852772E-3,-2.203715080E-4,1.363863051E-2,1.671620559E-2
2.922087500E0,-5.816773586E-3,4.972145569E-3,1.619094014E-2,1.790820005E-2
2.932020500E0,1.343635339E-3,1.895717564E-3,7.368076444E-3,7.725778374E-3
2.941953500E0,2.033186518E-4,6.471150108E-3,2.294330478E-2,2.383930276E-2
2.951885500E0,-2.149290293E-3,6.404733961E-3,2.280180216E-2,2.378155267E-2
2.961818500E0,-1.098545641E-3,9.700316065E-3,1.921687424E-2,2.155437751E-2
