"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.242576208E0,-2.397636526E-1,-4.623258930E-1,-8.263700312E-1,9.767902892E-1
2.252508208E0,-2.375901146E-1,-5.426958722E-1,-1.042018853E0,1.198653896E0
2.262440208E0,-2.123440849E-1,-5.536839598E-1,-1.315062774E0,1.442583113E0
2.272373208E0,-2.386086082E-1,-3.778768963E-1,-1.344868956E0,1.417179426E0
2.282305208E0,-2.545406629E-1,-2.147401643E-1,-1.369255353E0,1.409171569E0
2.292237208E0,-2.666949777E-1,-2.001402515E-1,-1.490572799E0,1.527412714E0
2.302169208E0,-3.207415594E-1,-2.584948790E-1,-1.477673256E0,1.534018580E0
2.312101208E0,-3.599243362E-1,-2.373759055E-1,-1.526663568E0,1.586377792E0
2.322034208E0,-3.757388253E-1,-1.424662399E-1,-1.572785820E0,1.623308822E0
2.331966208E0,-3.766058943E-1,-5.896449208E-2,-1.621021256E0,1.665238339E0
2.341898208E0,-3.537187959E-1,-2.719715416E-2,-1.658656275E0,1.696171368E0
2.351830208E0,-3.229151887E-1,-1.629326642E-2,-1.609682336E0,1.641833400E0
2.361762208E0,-2.836097300E-1,2.501672745E-2,-1.601433669E0,1.626545453E0
2.371695208E0,-2.662730097E-1,5.040884614E-2,-1.622327524E0,1.644806665E0
2.381627208E0,-2.559139728E-1,1.472475082E-1,-1.620430688E0,1.647109409E0
2.391559208E0,-2.380871462E-1,2.295973545E-1,-1.613495890E0,1.647048700E0
2.401491208E0,-2.111471782E-1,3.139381778E-1,-1.547987779E0,1.593551528E0
2.411423208E0,-2.163515656E-1,4.093571359E-1,-1.441742701E0,1.514266582E0
2.421355208E0,-1.769785532E-1,5.078137225E-1,-1.315251639E0,1.420944425E0
2.431288208E0,-1.725087406E-1,5.648416167E-1,-1.190812950E0,1.329225639E0
2.441220208E0,-1.635992833E-1,6.279459375E-1,-1.052748494E0,1.236673044E0
2.451152208E0,-9.097829014E-2,7.127562922E-1,-8.943678868E-1,1.147254330E0
2.461084208E0,-3.817213583E-2,7.151676840E-1,-7.672073185E-1,1.049537516E0
2.471016208E0,1.356528450E-2,7.550579739E-1,-6.226501143E-1,9.787694957E-1
2.480949208E0,9.047957746E-2,8.428012919E-1,-3.675343412E-1,9.238950501E-1
2.490881208E0,1.372363623E-1,9.367052364E-1,-7.441283584E-2,9.496250783E-1
2.500813208E0,1.559492980E-1,9.461309481E-1,2.089654541E-1,9.814023209E-1
2.510745208E0,1.670339012E-1,9.172603208E-1,4.185881352E-1,1.021999436E0
